CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
,,,42.0,,,0.0,,93.0,
,,,57.0,,,0.0,,45.0,
,,,36.0,,,1.0,,40.0,
,,,27.0,,,1.0,,80.0,
,,,31.0,,,0.0,,20.0,
,,,63.0,,,1.0,,41.0,
,,,34.0,,,1.0,,31.0,
,,,52.0,,,0.0,,35.0,
,,,57.0,,,1.0,,40.0,
,,,63.0,,,0.0,,84.0,
,,,26.0,,,0.0,,53.0,
,,,35.0,,,0.0,,85.0,
,,,58.0,,,0.0,,138.0,
,,,32.0,,,0.0,,71.0,
,,,64.0,,,1.0,,113.0,
,,,50.0,,,0.0,,23.0,
,,,34.0,,,0.0,,62.0,
,,,36.0,,,1.0,,14.0,
,,,43.0,,,1.0,,60.0,
,,,28.0,,,0.0,,94.0,
,,,64.0,,,0.0,,83.0,
,,,60.0,,,1.0,,130.0,
,,,62.0,,,0.0,,61.0,
,,,27.0,,,0.0,,92.0,
,,,42.0,,,1.0,,20.0,
,,,45.0,,,0.0,,194.0,
,,,36.0,,,1.0,,74.0,
,,,48.0,,,0.0,,84.0,
,,,65.0,,,0.0,,98.0,
,,,39.0,,,0.0,,52.0,
,,,51.0,,,1.0,,55.0,
,,,30.0,,,0.0,,64.0,
,,,65.0,,,0.0,,128.0,
,,,38.0,,,1.0,,113.0,
,,,29.0,,,1.0,,50.0,
,,,42.0,,,0.0,,54.0,
,,,63.0,,,0.0,,129.0,
,,,46.0,,,0.0,,82.0,
,,,62.0,,,0.0,,100.0,
,,,58.0,,,0.0,,44.0,
,,,56.0,,,1.0,,164.0,
,,,56.0,,,1.0,,81.0,
,,,34.0,,,1.0,,71.0,
,,,42.0,,,0.0,,28.0,
,,,30.0,,,0.0,,80.0,
,,,61.0,,,0.0,,90.0,
,,,38.0,,,1.0,,74.0,
,,,50.0,,,0.0,,14.0,
,,,61.0,,,0.0,,23.0,
,,,41.0,,,1.0,,153.0,
,,,42.0,,,0.0,,38.0,
,,,29.0,,,0.0,,112.0,
,,,51.0,,,1.0,,145.0,
,,,32.0,,,0.0,,28.0,
,,,34.0,,,1.0,,31.0,
,,,26.0,,,1.0,,195.0,
,,,54.0,,,1.0,,50.0,
,,,38.0,,,0.0,,71.0,
,,,62.0,,,0.0,,21.0,
,,,37.0,,,0.0,,35.0,
,,,46.0,,,1.0,,42.0,
,,,52.0,,,0.0,,78.0,
,,,32.0,,,0.0,,73.0,
,,,49.0,,,0.0,,53.0,
,,,28.0,,,0.0,,51.0,
,,,55.0,,,0.0,,40.0,
,,,52.0,,,0.0,,178.0,
,,,32.0,,,1.0,,35.0,
,,,31.0,,,0.0,,192.0,
,,,27.0,,,0.0,,123.0,
,,,32.0,,,1.0,,48.0,
,,,52.0,,,0.0,,45.0,
,,,52.0,,,0.0,,15.0,
,,,50.0,,,0.0,,79.0,
,,,32.0,,,0.0,,63.0,
,,,61.0,,,0.0,,30.0,
,,,60.0,,,1.0,,145.0,
,,,28.0,,,0.0,,32.0,
,,,34.0,,,1.0,,64.0,
,,,31.0,,,0.0,,84.0,
,,,31.0,,,0.0,,21.0,
,,,62.0,,,0.0,,99.0,
,,,47.0,,,0.0,,35.0,
,,,50.0,,,1.0,,180.0,
,,,36.0,,,0.0,,42.0,
,,,26.0,,,0.0,,179.0,
,,,51.0,,,0.0,,42.0,
,,,52.0,,,0.0,,180.0,
,,,35.0,,,0.0,,82.0,
,,,42.0,,,0.0,,55.0,
,,,36.0,,,0.0,,79.0,
,,,41.0,,,1.0,,48.0,
,,,49.0,,,0.0,,93.0,
,,,57.0,,,0.0,,23.0,
,,,44.0,,,0.0,,50.0,
,,,60.0,,,0.0,,85.0,
,,,38.0,,,0.0,,35.0,
,,,26.0,,,0.0,,171.0,
,,,29.0,,,1.0,,29.0,
,,,59.0,,,1.0,,84.0,
,,,51.0,,,0.0,,20.0,
,,,50.0,,,1.0,,14.0,
,,,35.0,,,0.0,,179.0,
,,,61.0,,,0.0,,48.0,
,,,42.0,,,0.0,,74.0,
,,,55.0,,,0.0,,53.0,
,,,50.0,,,1.0,,83.0,
,,,64.0,,,0.0,,171.0,
,,,54.0,,,0.0,,85.0,
,,,50.0,,,0.0,,38.0,
,,,31.0,,,1.0,,85.0,
,,,32.0,,,0.0,,79.0,
,,,44.0,,,0.0,,69.0,
,,,60.0,,,1.0,,43.0,
,,,60.0,,,0.0,,33.0,
,,,62.0,,,1.0,,42.0,
,,,46.0,,,0.0,,40.0,
,,,57.0,,,0.0,,43.0,
,,,30.0,,,0.0,,20.0,
,,,58.0,,,0.0,,65.0,
,,,39.0,,,0.0,,139.0,
,,,60.0,,,0.0,,135.0,
,,,59.0,,,0.0,,84.0,
,,,50.0,,,1.0,,179.0,
,,,63.0,,,0.0,,45.0,
,,,27.0,,,0.0,,109.0,
,,,54.0,,,0.0,,34.0,
,,,62.0,,,0.0,,162.0,
,,,60.0,,,0.0,,105.0,
,,,38.0,,,0.0,,22.0,
,,,34.0,,,1.0,,82.0,
,,,65.0,,,0.0,,105.0,
,,,55.0,,,0.0,,62.0,
,,,57.0,,,1.0,,82.0,
,,,27.0,,,0.0,,72.0,
,,,35.0,,,1.0,,38.0,
,,,52.0,,,0.0,,25.0,
,,,45.0,,,0.0,,20.0,
,,,29.0,,,1.0,,80.0,
,,,44.0,,,0.0,,84.0,
,,,47.0,,,1.0,,33.0,
,,,62.0,,,0.0,,55.0,
,,,52.0,,,1.0,,33.0,
,,,47.0,,,0.0,,190.0,
,,,42.0,,,0.0,,43.0,
,,,65.0,,,0.0,,45.0,
,,,42.0,,,0.0,,141.0,
,,,40.0,,,0.0,,69.0,
,,,32.0,,,0.0,,78.0,
,,,40.0,,,0.0,,84.0,
,,,55.0,,,0.0,,172.0,
,,,32.0,,,1.0,,51.0,
,,,58.0,,,0.0,,75.0,
,,,46.0,,,1.0,,183.0,
,,,53.0,,,1.0,,20.0,
,,,63.0,,,0.0,,101.0,
,,,40.0,,,0.0,,129.0,
,,,41.0,,,0.0,,63.0,
,,,60.0,,,0.0,,44.0,
,,,65.0,,,1.0,,184.0,
,,,59.0,,,0.0,,100.0,
,,,48.0,,,0.0,,12.0,
,,,59.0,,,0.0,,68.0,
,,,33.0,,,0.0,,48.0,
,,,40.0,,,0.0,,82.0,
,,,42.0,,,0.0,,52.0,
,,,65.0,,,1.0,,154.0,
,,,30.0,,,1.0,,39.0,
,,,30.0,,,1.0,,40.0,
,,,42.0,,,0.0,,54.0,
,,,32.0,,,1.0,,32.0,
,,,55.0,,,0.0,,64.0,
,,,29.0,,,0.0,,92.0,
,,,64.0,,,1.0,,40.0,
,,,37.0,,,0.0,,60.0,
,,,31.0,,,1.0,,85.0,
,,,25.0,,,0.0,,21.0,
,,,31.0,,,0.0,,35.0,
,,,32.0,,,0.0,,52.0,
,,,58.0,,,0.0,,128.0,
,,,26.0,,,0.0,,195.0,
,,,51.0,,,1.0,,68.0,
,,,65.0,,,0.0,,55.0,
,,,43.0,,,0.0,,55.0,
,,,46.0,,,1.0,,80.0,
,,,28.0,,,0.0,,123.0,
,,,63.0,,,0.0,,90.0,
,,,59.0,,,0.0,,61.0,
,,,42.0,,,0.0,,41.0,
,,,58.0,,,0.0,,43.0,
,,,39.0,,,0.0,,71.0,
,,,36.0,,,0.0,,25.0,
,,,60.0,,,0.0,,154.0,
,,,47.0,,,0.0,,141.0,
,,,29.0,,,0.0,,22.0,
,,,52.0,,,0.0,,145.0,
,,,41.0,,,0.0,,49.0,
,,,63.0,,,0.0,,109.0,
,,,59.0,,,1.0,,80.0,
,,,44.0,,,1.0,,82.0,
,,,54.0,,,0.0,,52.0,
,,,29.0,,,1.0,,85.0,
,,,51.0,,,0.0,,148.0,
,,,63.0,,,1.0,,160.0,
,,,36.0,,,0.0,,39.0,
,,,42.0,,,1.0,,25.0,
,,,51.0,,,1.0,,33.0,
,,,47.0,,,0.0,,38.0,
,,,40.0,,,1.0,,85.0,
,,,54.0,,,0.0,,48.0,
,,,47.0,,,0.0,,15.0,
,,,35.0,,,0.0,,94.0,
,,,28.0,,,0.0,,120.0,
,,,45.0,,,0.0,,60.0,
,,,33.0,,,1.0,,145.0,
,,,62.0,,,0.0,,29.0,
,,,45.0,,,0.0,,78.0,
,,,59.0,,,0.0,,59.0,
,,,58.0,,,1.0,,80.0,
,,,52.0,,,1.0,,180.0,
,,,34.0,,,0.0,,8.0,
,,,65.0,,,0.0,,23.0,
,,,48.0,,,0.0,,79.0,
,,,44.0,,,0.0,,78.0,
,,,61.0,,,1.0,,64.0,
,,,40.0,,,1.0,,64.0,
,,,65.0,,,0.0,,160.0,
,,,28.0,,,0.0,,43.0,
,,,67.0,,,1.0,,32.0,
,,,35.0,,,0.0,,179.0,
,,,60.0,,,0.0,,8.0,
,,,58.0,,,0.0,,63.0,
,,,55.0,,,0.0,,40.0,
,,,34.0,,,0.0,,99.0,
,,,35.0,,,0.0,,141.0,
,,,28.0,,,1.0,,159.0,
,,,38.0,,,0.0,,39.0,
,,,62.0,,,0.0,,99.0,
,,,30.0,,,1.0,,18.0,
,,,38.0,,,1.0,,38.0,
,,,33.0,,,0.0,,133.0,
,,,58.0,,,1.0,,84.0,
,,,59.0,,,1.0,,60.0,
,,,52.0,,,0.0,,178.0,
,,,36.0,,,1.0,,18.0,
,,,45.0,,,0.0,,73.0,
,,,49.0,,,0.0,,125.0,
,,,52.0,,,1.0,,91.0,
,,,54.0,,,0.0,,74.0,
,,,30.0,,,1.0,,35.0,
,,,65.0,,,1.0,,113.0,
,,,34.0,,,0.0,,52.0,
,,,30.0,,,0.0,,191.0,
,,,51.0,,,1.0,,18.0,
,,,52.0,,,1.0,,25.0,
,,,43.0,,,0.0,,50.0,
,,,35.0,,,1.0,,75.0,
,,,56.0,,,1.0,,92.0,
,,,57.0,,,0.0,,33.0,
,,,58.0,,,0.0,,65.0,
,,,53.0,,,0.0,,44.0,
,,,45.0,,,0.0,,183.0,
,,,44.0,,,1.0,,175.0,
,,,54.0,,,1.0,,28.0,
,,,41.0,,,0.0,,49.0,
,,,52.0,,,0.0,,45.0,
,,,43.0,,,0.0,,64.0,
,,,63.0,,,0.0,,22.0,
,,,54.0,,,1.0,,120.0,
,,,33.0,,,0.0,,175.0,
,,,25.0,,,1.0,,101.0,
,,,41.0,,,0.0,,104.0,
,,,40.0,,,1.0,,155.0,
,,,43.0,,,0.0,,58.0,
,,,36.0,,,0.0,,80.0,
,,,57.0,,,0.0,,45.0,
,,,34.0,,,0.0,,134.0,
,,,38.0,,,0.0,,58.0,
,,,47.0,,,1.0,,20.0,
,,,39.0,,,0.0,,25.0,
,,,45.0,,,1.0,,55.0,
,,,62.0,,,0.0,,155.0,
,,,59.0,,,1.0,,30.0,
,,,61.0,,,1.0,,39.0,
,,,36.0,,,0.0,,73.0,
,,,58.0,,,0.0,,41.0,
,,,55.0,,,0.0,,34.0,
,,,29.0,,,0.0,,21.0,
,,,34.0,,,1.0,,11.0,
,,,61.0,,,0.0,,154.0,
,,,50.0,,,0.0,,19.0,
,,,52.0,,,0.0,,101.0,
,,,39.0,,,1.0,,24.0,
,,,55.0,,,0.0,,131.0,
,,,33.0,,,0.0,,105.0,
,,,47.0,,,0.0,,52.0,
,,,57.0,,,0.0,,21.0,
,,,57.0,,,0.0,,45.0,
,,,40.0,,,0.0,,39.0,
,,,50.0,,,1.0,,192.0,
,,,29.0,,,0.0,,195.0,
,,,46.0,,,0.0,,83.0,
,,,42.0,,,0.0,,34.0,
,,,59.0,,,0.0,,49.0,
,,,31.0,,,0.0,,60.0,
,,,51.0,,,0.0,,41.0,
,,,35.0,,,0.0,,72.0,
,,,59.0,,,0.0,,102.0,
,,,35.0,,,0.0,,31.0,
,,,46.0,,,0.0,,73.0,
,,,34.0,,,0.0,,89.0,
,,,55.0,,,1.0,,19.0,
,,,64.0,,,0.0,,63.0,
,,,34.0,,,0.0,,104.0,
,,,61.0,,,0.0,,40.0,
,,,63.0,,,0.0,,92.0,
,,,59.0,,,0.0,,72.0,
,,,51.0,,,0.0,,44.0,
,,,41.0,,,1.0,,114.0,
,,,37.0,,,0.0,,73.0,
,,,64.0,,,1.0,,63.0,
,,,44.0,,,1.0,,69.0,
,,,62.0,,,0.0,,42.0,
,,,50.0,,,0.0,,88.0,
,,,43.0,,,0.0,,98.0,
,,,34.0,,,0.0,,65.0,
,,,38.0,,,0.0,,12.0,
,,,29.0,,,1.0,,122.0,
,,,39.0,,,0.0,,12.0,
,,,53.0,,,1.0,,24.0,
,,,43.0,,,1.0,,170.0,
,,,61.0,,,1.0,,184.0,
,,,46.0,,,0.0,,25.0,
,,,57.0,,,0.0,,131.0,
,,,59.0,,,1.0,,50.0,
,,,52.0,,,0.0,,21.0,
,,,29.0,,,0.0,,55.0,
,,,57.0,,,0.0,,124.0,
,,,49.0,,,0.0,,58.0,
,,,39.0,,,0.0,,72.0,
,,,56.0,,,0.0,,192.0,
,,,63.0,,,0.0,,83.0,
,,,37.0,,,0.0,,93.0,
,,,56.0,,,0.0,,38.0,
,,,45.0,,,0.0,,55.0,
,,,66.0,,,1.0,,11.0,
,,,40.0,,,0.0,,85.0,
,,,50.0,,,0.0,,124.0,
,,,60.0,,,0.0,,129.0,
,,,31.0,,,0.0,,180.0,
,,,40.0,,,0.0,,74.0,
,,,36.0,,,0.0,,138.0,
,,,55.0,,,1.0,,111.0,
,,,54.0,,,0.0,,83.0,
,,,35.0,,,0.0,,33.0,
,,,55.0,,,0.0,,21.0,
,,,36.0,,,0.0,,35.0,
,,,66.0,,,1.0,,105.0,
,,,38.0,,,1.0,,103.0,
,,,58.0,,,0.0,,75.0,
,,,41.0,,,0.0,,33.0,
,,,60.0,,,0.0,,52.0,
,,,47.0,,,1.0,,89.0,
,,,62.0,,,0.0,,63.0,
,,,48.0,,,0.0,,84.0,
,,,61.0,,,0.0,,44.0,
,,,29.0,,,1.0,,29.0,
,,,45.0,,,0.0,,29.0,
,,,39.0,,,0.0,,22.0,
,,,31.0,,,0.0,,53.0,
,,,39.0,,,0.0,,24.0,
,,,63.0,,,0.0,,153.0,
,,,28.0,,,0.0,,31.0,
,,,56.0,,,0.0,,21.0,
,,,31.0,,,0.0,,180.0,
,,,46.0,,,1.0,,82.0,
,,,42.0,,,0.0,,90.0,
,,,53.0,,,0.0,,154.0,
,,,41.0,,,1.0,,99.0,
,,,61.0,,,1.0,,153.0,
,,,31.0,,,0.0,,93.0,
,,,62.0,,,0.0,,53.0,
,,,59.0,,,1.0,,18.0,
,,,49.0,,,0.0,,70.0,
,,,65.0,,,1.0,,100.0,
,,,30.0,,,0.0,,193.0,
,,,32.0,,,1.0,,125.0,
,,,56.0,,,0.0,,68.0,
,,,36.0,,,0.0,,55.0,
,,,58.0,,,0.0,,152.0,
,,,27.0,,,1.0,,84.0,
,,,41.0,,,0.0,,13.0,
,,,59.0,,,1.0,,33.0,
,,,56.0,,,0.0,,89.0,
,,,52.0,,,0.0,,93.0,
,,,35.0,,,0.0,,68.0,
,,,47.0,,,1.0,,85.0,
,,,29.0,,,0.0,,73.0,
,,,31.0,,,0.0,,83.0,
,,,62.0,,,0.0,,158.0,
,,,48.0,,,0.0,,182.0,
,,,26.0,,,1.0,,24.0,
,,,60.0,,,1.0,,102.0,
,,,35.0,,,0.0,,53.0,
,,,40.0,,,0.0,,175.0,
,,,31.0,,,0.0,,28.0,
,,,50.0,,,0.0,,14.0,
,,,33.0,,,1.0,,139.0,
,,,37.0,,,0.0,,34.0,
,,,38.0,,,1.0,,64.0,
,,,63.0,,,0.0,,84.0,
,,,57.0,,,0.0,,42.0,
,,,61.0,,,0.0,,63.0,
,,,37.0,,,1.0,,100.0,
,,,51.0,,,0.0,,190.0,
,,,44.0,,,0.0,,22.0,
,,,63.0,,,1.0,,20.0,
,,,43.0,,,1.0,,21.0,
,,,38.0,,,0.0,,25.0,
,,,34.0,,,0.0,,20.0,
,,,48.0,,,1.0,,173.0,
,,,29.0,,,1.0,,81.0,
,,,37.0,,,0.0,,139.0,
,,,60.0,,,0.0,,119.0,
,,,46.0,,,0.0,,74.0,
,,,34.0,,,0.0,,42.0,
,,,56.0,,,0.0,,73.0,
,,,57.0,,,0.0,,114.0,
,,,62.0,,,0.0,,44.0,
,,,32.0,,,0.0,,141.0,
,,,51.0,,,0.0,,14.0,
,,,55.0,,,0.0,,33.0,
,,,60.0,,,0.0,,83.0,
,,,40.0,,,0.0,,89.0,
,,,62.0,,,0.0,,39.0,
,,,63.0,,,1.0,,83.0,
,,,60.0,,,0.0,,108.0,
,,,59.0,,,1.0,,21.0,
,,,26.0,,,0.0,,102.0,
,,,56.0,,,1.0,,48.0,
,,,58.0,,,0.0,,32.0,
,,,57.0,,,0.0,,43.0,
,,,48.0,,,0.0,,35.0,
,,,30.0,,,0.0,,184.0,
,,,45.0,,,0.0,,140.0,
,,,64.0,,,1.0,,32.0,
,,,44.0,,,0.0,,149.0,
,,,51.0,,,1.0,,15.0,
,,,43.0,,,0.0,,71.0,
,,,29.0,,,0.0,,108.0,
,,,56.0,,,1.0,,122.0,
,,,65.0,,,0.0,,40.0,
,,,46.0,,,1.0,,198.0,
,,,48.0,,,1.0,,79.0,
,,,56.0,,,0.0,,84.0,
,,,61.0,,,1.0,,31.0,
,,,46.0,,,1.0,,12.0,
,,,58.0,,,1.0,,88.0,
,,,31.0,,,1.0,,29.0,
,,,27.0,,,0.0,,201.0,
,,,44.0,,,0.0,,20.0,
,,,44.0,,,0.0,,15.0,
,,,51.0,,,1.0,,155.0,
,,,39.0,,,0.0,,25.0,
,,,32.0,,,0.0,,200.0,
,,,33.0,,,0.0,,101.0,
,,,40.0,,,1.0,,19.0,
,,,36.0,,,1.0,,188.0,
,,,52.0,,,0.0,,8.0,
,,,54.0,,,0.0,,59.0,
,,,26.0,,,0.0,,72.0,
,,,39.0,,,0.0,,55.0,
,,,46.0,,,0.0,,24.0,
,,,57.0,,,0.0,,19.0,
,,,59.0,,,1.0,,71.0,
,,,52.0,,,1.0,,54.0,
,,,52.0,,,0.0,,28.0,
,,,50.0,,,0.0,,25.0,
,,,41.0,,,1.0,,51.0,
,,,43.0,,,0.0,,125.0,
,,,25.0,,,1.0,,88.0,
,,,40.0,,,0.0,,125.0,
,,,35.0,,,0.0,,79.0,
,,,60.0,,,1.0,,31.0,
,,,57.0,,,1.0,,131.0,
,,,44.0,,,0.0,,70.0,
,,,61.0,,,1.0,,38.0,
,,,33.0,,,1.0,,83.0,
,,,45.0,,,0.0,,59.0,
,,,45.0,,,0.0,,121.0,
,,,64.0,,,0.0,,42.0,
,,,50.0,,,0.0,,32.0,
,,,28.0,,,0.0,,29.0,
,,,37.0,,,1.0,,40.0,
,,,62.0,,,1.0,,25.0,
,,,29.0,,,1.0,,21.0,
,,,49.0,,,0.0,,79.0,
,,,46.0,,,0.0,,52.0,
,,,60.0,,,0.0,,61.0,
,,,55.0,,,0.0,,25.0,
,,,33.0,,,0.0,,155.0,
,,,53.0,,,0.0,,25.0,
,,,50.0,,,0.0,,80.0,
,,,28.0,,,1.0,,55.0,
,,,42.0,,,0.0,,23.0,
,,,33.0,,,1.0,,60.0,
,,,40.0,,,0.0,,54.0,
,,,31.0,,,0.0,,44.0,
,,,41.0,,,0.0,,33.0,
,,,52.0,,,1.0,,45.0,
,,,65.0,,,1.0,,55.0,
,,,48.0,,,1.0,,134.0,
,,,45.0,,,0.0,,44.0,
,,,26.0,,,0.0,,149.0,
,,,64.0,,,0.0,,22.0,
,,,41.0,,,0.0,,74.0,
,,,43.0,,,0.0,,128.0,
,,,60.0,,,0.0,,62.0,
,,,62.0,,,0.0,,9.0,
,,,46.0,,,0.0,,9.0,
,,,36.0,,,0.0,,15.0,
,,,31.0,,,0.0,,28.0,
,,,43.0,,,1.0,,83.0,
,,,46.0,,,0.0,,73.0,
,,,50.0,,,0.0,,42.0,
,,,52.0,,,1.0,,34.0,
,,,27.0,,,0.0,,32.0,
,,,34.0,,,0.0,,68.0,
,,,49.0,,,0.0,,82.0,
,,,52.0,,,1.0,,19.0,
,,,37.0,,,1.0,,60.0,
,,,53.0,,,0.0,,192.0,
,,,54.0,,,0.0,,119.0,
,,,29.0,,,0.0,,190.0,
,,,35.0,,,0.0,,34.0,
,,,32.0,,,1.0,,44.0,
,,,38.0,,,0.0,,23.0,
,,,44.0,,,1.0,,171.0,
,,,44.0,,,1.0,,43.0,
,,,48.0,,,1.0,,139.0,
,,,46.0,,,1.0,,118.0,
,,,35.0,,,0.0,,113.0,
,,,56.0,,,0.0,,98.0,
,,,49.0,,,1.0,,70.0,
,,,57.0,,,0.0,,42.0,
,,,35.0,,,1.0,,143.0,
,,,44.0,,,0.0,,185.0,
,,,38.0,,,0.0,,28.0,
,,,57.0,,,1.0,,45.0,
,,,35.0,,,0.0,,78.0,
,,,29.0,,,0.0,,121.0,
,,,58.0,,,0.0,,59.0,
,,,40.0,,,0.0,,64.0,
,,,51.0,,,0.0,,15.0,
,,,61.0,,,0.0,,10.0,
,,,46.0,,,0.0,,61.0,
,,,55.0,,,0.0,,50.0,
,,,35.0,,,0.0,,79.0,
,,,60.0,,,0.0,,35.0,
,,,28.0,,,0.0,,11.0,
,,,43.0,,,0.0,,128.0,
,,,61.0,,,1.0,,55.0,
,,,48.0,,,0.0,,79.0,
,,,65.0,,,1.0,,18.0,
,,,45.0,,,0.0,,91.0,
,,,36.0,,,1.0,,9.0,
,,,45.0,,,0.0,,62.0,
,,,60.0,,,0.0,,59.0,
,,,47.0,,,0.0,,25.0,
,,,32.0,,,0.0,,54.0,
,,,48.0,,,0.0,,112.0,
,,,33.0,,,1.0,,125.0,
,,,49.0,,,1.0,,194.0,
,,,56.0,,,0.0,,161.0,
,,,59.0,,,0.0,,35.0,
,,,56.0,,,1.0,,113.0,
,,,30.0,,,0.0,,25.0,
,,,59.0,,,0.0,,45.0,
,,,38.0,,,0.0,,119.0,
,,,47.0,,,1.0,,30.0,
,,,54.0,,,0.0,,79.0,
,,,34.0,,,0.0,,178.0,
,,,41.0,,,0.0,,23.0,
,,,47.0,,,1.0,,171.0,
,,,44.0,,,0.0,,74.0,
,,,43.0,,,1.0,,103.0,
,,,31.0,,,0.0,,99.0,
,,,28.0,,,1.0,,43.0,
,,,55.0,,,0.0,,23.0,
,,,42.0,,,1.0,,91.0,
,,,53.0,,,0.0,,93.0,
,,,30.0,,,0.0,,154.0,
,,,65.0,,,1.0,,21.0,
,,,43.0,,,0.0,,65.0,
,,,56.0,,,0.0,,15.0,
,,,25.0,,,0.0,,52.0,
,,,35.0,,,1.0,,30.0,
,,,50.0,,,0.0,,42.0,
,,,36.0,,,0.0,,20.0,
,,,34.0,,,1.0,,60.0,
,,,32.0,,,0.0,,54.0,
,,,51.0,,,0.0,,60.0,
,,,52.0,,,0.0,,41.0,
,,,65.0,,,1.0,,30.0,
,,,51.0,,,0.0,,21.0,
,,,37.0,,,1.0,,105.0,
,,,35.0,,,0.0,,65.0,
,,,67.0,,,0.0,,20.0,
,,,30.0,,,0.0,,179.0,
,,,62.0,,,1.0,,161.0,
,,,42.0,,,0.0,,82.0,
,,,48.0,,,0.0,,43.0,
,,,61.0,,,0.0,,61.0,
,,,36.0,,,0.0,,90.0,
,,,48.0,,,0.0,,90.0,
,,,65.0,,,0.0,,21.0,
,,,25.0,,,1.0,,118.0,
,,,55.0,,,0.0,,44.0,
,,,63.0,,,0.0,,110.0,
,,,31.0,,,0.0,,99.0,
,,,43.0,,,0.0,,98.0,
,,,28.0,,,0.0,,69.0,
,,,37.0,,,1.0,,82.0,
,,,27.0,,,0.0,,112.0,
,,,62.0,,,0.0,,123.0,
,,,51.0,,,0.0,,78.0,
,,,56.0,,,0.0,,59.0,
,,,56.0,,,0.0,,78.0,
,,,44.0,,,0.0,,49.0,
,,,46.0,,,0.0,,82.0,
,,,56.0,,,1.0,,125.0,
,,,56.0,,,0.0,,185.0,
,,,57.0,,,0.0,,163.0,
,,,31.0,,,1.0,,19.0,
,,,65.0,,,0.0,,115.0,
,,,31.0,,,1.0,,81.0,
,,,36.0,,,0.0,,93.0,
,,,56.0,,,0.0,,111.0,
,,,52.0,,,0.0,,184.0,
,,,42.0,,,0.0,,50.0,
,,,55.0,,,1.0,,55.0,
,,,49.0,,,0.0,,13.0,
,,,51.0,,,1.0,,29.0,
,,,26.0,,,0.0,,72.0,
,,,32.0,,,1.0,,83.0,
,,,54.0,,,0.0,,98.0,
,,,50.0,,,0.0,,43.0,
,,,59.0,,,0.0,,34.0,
,,,61.0,,,0.0,,10.0,
,,,43.0,,,0.0,,201.0,
,,,39.0,,,1.0,,85.0,
,,,56.0,,,0.0,,50.0,
,,,38.0,,,0.0,,91.0,
,,,25.0,,,0.0,,112.0,
,,,42.0,,,0.0,,98.0,
,,,42.0,,,0.0,,115.0,
,,,50.0,,,0.0,,22.0,
,,,56.0,,,1.0,,101.0,
,,,43.0,,,0.0,,83.0,
,,,60.0,,,0.0,,52.0,
,,,42.0,,,0.0,,191.0,
,,,57.0,,,0.0,,134.0,
,,,48.0,,,0.0,,54.0,
,,,37.0,,,0.0,,69.0,
,,,57.0,,,0.0,,64.0,
,,,62.0,,,0.0,,53.0,
,,,39.0,,,1.0,,118.0,
,,,38.0,,,1.0,,19.0,
,,,54.0,,,0.0,,31.0,
,,,45.0,,,1.0,,63.0,
,,,39.0,,,0.0,,25.0,
,,,45.0,,,0.0,,22.0,
,,,62.0,,,0.0,,78.0,
,,,43.0,,,0.0,,81.0,
,,,30.0,,,0.0,,41.0,
,,,35.0,,,0.0,,62.0,
,,,58.0,,,0.0,,35.0,
,,,44.0,,,0.0,,30.0,
,,,56.0,,,0.0,,51.0,
,,,28.0,,,0.0,,140.0,
,,,64.0,,,0.0,,73.0,
,,,63.0,,,0.0,,40.0,
,,,44.0,,,1.0,,69.0,
,,,34.0,,,1.0,,191.0,
,,,50.0,,,0.0,,82.0,
,,,51.0,,,0.0,,181.0,
,,,30.0,,,0.0,,38.0,
,,,55.0,,,0.0,,23.0,
,,,57.0,,,0.0,,55.0,
,,,43.0,,,0.0,,58.0,
,,,61.0,,,0.0,,29.0,
,,,49.0,,,0.0,,39.0,
,,,52.0,,,1.0,,39.0,
,,,57.0,,,0.0,,30.0,
,,,53.0,,,1.0,,58.0,
,,,52.0,,,0.0,,62.0,
,,,39.0,,,0.0,,62.0,
,,,58.0,,,0.0,,19.0,
,,,36.0,,,0.0,,38.0,
,,,45.0,,,1.0,,84.0,
,,,30.0,,,0.0,,78.0,
,,,49.0,,,0.0,,22.0,
,,,44.0,,,0.0,,81.0,
,,,43.0,,,0.0,,32.0,
,,,42.0,,,0.0,,89.0,
,,,29.0,,,0.0,,121.0,
,,,28.0,,,1.0,,42.0,
,,,50.0,,,0.0,,130.0,
,,,44.0,,,0.0,,30.0,
,,,52.0,,,0.0,,114.0,
,,,28.0,,,0.0,,155.0,
,,,62.0,,,1.0,,50.0,
,,,34.0,,,1.0,,34.0,
,,,45.0,,,0.0,,94.0,
,,,52.0,,,0.0,,114.0,
,,,43.0,,,1.0,,89.0,
,,,54.0,,,0.0,,49.0,
,,,64.0,,,1.0,,115.0,
,,,27.0,,,1.0,,148.0,
,,,42.0,,,1.0,,72.0,
,,,28.0,,,0.0,,114.0,
,,,47.0,,,0.0,,11.0,
,,,39.0,,,0.0,,63.0,
,,,29.0,,,1.0,,113.0,
,,,39.0,,,0.0,,80.0,
,,,41.0,,,1.0,,54.0,
,,,37.0,,,0.0,,32.0,
,,,41.0,,,0.0,,11.0,
,,,45.0,,,0.0,,141.0,
,,,52.0,,,0.0,,84.0,
,,,58.0,,,0.0,,18.0,
,,,31.0,,,0.0,,20.0,
,,,26.0,,,0.0,,55.0,
,,,31.0,,,0.0,,31.0,
